shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status
SHP007025,ORD007025,31/03/2023,2023-04-08,dtdc,555.43,LOST
SHP007026,ORD007026,14 Feb 2024,24/02/2024,XPRESSBEES,414.86,In Transit
SHP007027,ORD007027,18-06-2022,20 Jun 2022,XPRESSBEES,732.8,in transit
SHP007028,ORD007028,2022-03-09,2022-03-16,XpressBees,346.62,DELAYED
SHP007029,ORD007029,2023-04-24,29 Apr 2023,DTDC,436.39,Delayed
SHP007030,ORD007030,10/13/2024,28/10/2024,FedEx,889.56,In Transit
SHP007031,ORD007031,02/17/2022,20-02-2022,BlueDart,223.19,lost
SHP007032,ORD007032,2023-05-21,24-05-2023,BlueDart,423.92,Lost
SHP007033,ORD007033,24-04-2023,26/04/2023,IndiaPost,346.39,Delayed
SHP007034,ORD007034,2022-02-07,08-02-2022,Ekart,322.68,Delayed
SHP007035,ORD007035,05/01/2023,2023-05-03,dtdc,785.05,Lost
SHP007036,ORD007036,2022/05/28,05 Jun 2022,EKART,428.61,Returned to Origin
SHP007037,ORD007037,07/11/2022,18 Jul 2022,FedEx,502.22,Delayed
SHP007038,ORD007038,12-09-2024,2024-09-17,BlueDart,718.66,LOST
SHP007039,ORD007039,23 Sep 2023,2023-09-27,FEDEX,419.98,LOST
SHP007040,ORD007040,26/10/2024,11/01/2024,indiapost,443.99,Lost
SHP007041,ORD007041,09-12-2022,12/10/2022,Delhivery,50.09,Delivered
SHP007042,ORD007042,15/10/2022,23-10-2022,IndiaPost,430.1,Returned to Origin
SHP007043,ORD007043,20 May 2023,2023/05/26,FedEx,363.77,lost
SHP007044,ORD007044,03/06/2022,09/03/2022,Ekart,188.65,returned to origin
SHP007045,ORD007045,2023/01/02,05-01-2023,IndiaPost,446.47,Returned to Origin
SHP007046,ORD007046,18/01/2022,2022/01/21,IndiaPost,855.51,delivered
SHP007047,ORD007047,27-07-2023,28/07/2023,Delhivery,610.8,Lost
SHP007048,ORD007048,2024/11/13,19-11-2024,EKART,224.34,Lost
SHP007049,ORD007049,2023-04-11,04/12/2023,EKART,373.15,Delivered
SHP007050,ORD007050,03/29/2024,08/04/2024,Ekart,38.02,Lost
SHP007051,ORD007051,2023-09-07,2023/09/22,INDIAPOST,720.09,In Transit
SHP007052,ORD007052,2023-04-13,2023/04/17,DTDC,574.48,In Transit
SHP007053,ORD007053,14 Apr 2022,04/18/2022,XpressBees,262.75,Delayed
SHP007054,ORD007054,12 Jan 2023,2023/01/18,BlueDart,669.89,delivered
SHP007055,ORD007055,2022/12/25,12/28/2022,IndiaPost,733.56,Lost
SHP007056,ORD007056,2022/03/19,2022-03-29,Delhivery,720.71,Returned to Origin
SHP007057,ORD007057,0000-00-00,07/01/2024,BLUEDART,574.21,LOST
SHP007058,ORD007058,21-05-2023,0000-00-00,Delhivery,890.53,DELAYED
SHP007059,ORD007059,2023/11/13,2023-11-15,FedEx,645.29,Returned to Origin
SHP007060,ORD007060,16-05-2023,2023-05-18,IndiaPost,880.36,In Transit
SHP007061,ORD007061,06/05/2024,09/06/2024,BlueDart,61.6,Lost
SHP007062,ORD007062,29-05-2024,04-06-2024,FedEx,58.41,Delivered
SHP007063,ORD007063,2024-01-09,11-01-2024,Delhivery,412.85,Returned to Origin
SHP007064,ORD007064,05/09/2024,14-05-2024,DTDC,526.6,Delivered
SHP007065,ORD007065,07/27/2024,07/29/2024,FEDEX,467.49,LOST
SHP007066,ORD007066,2022/04/01,2022/04/04,Ekart,44.67,Lost
SHP007067,ORD007067,04 Apr 2024,11/04/2024,XPRESSBEES,795.12,RETURNED TO ORIGIN
SHP007068,ORD007068,05 Jan 2023,20-01-2023,Delhivery,180.6,Lost
SHP007069,ORD007069,21/06/2022,2022/07/01,Ekart,200.69,DELIVERED
SHP007070,ORD007070,30/12/2023,02-01-2024,delhivery,131.85,Lost
SHP007071,ORD007071,2023-11-02,11/07/2023,XpressBees,101.66,Lost
SHP007072,ORD007072,08 Jun 2022,06/10/2022,Ekart,295.62,Delayed
SHP007073,ORD007073,21-05-2024,25/05/2024,Delhivery,104.95,in transit
SHP007074,ORD007074,09/18/2022,2022/09/26,Delhivery,685.69,Returned to Origin
SHP007075,ORD007075,2022-10-18,21-10-2022,Delhivery,308.82,Delivered
SHP007076,ORD007076,2022/05/12,2022/05/15,dtdc,74.02,delivered
SHP007077,ORD007077,04/23/2022,04/25/2022,DTDC,761.87,Delayed
SHP007078,ORD007078,2023/09/19,2023/09/24,Delhivery,811.53,Delayed
SHP007079,ORD007079,2024/06/17,21 Jun 2024,indiapost,877.38,Delivered
SHP007080,ORD007080,12/11/2023,16 Nov 2023,dtdc,898.6,Delivered
SHP007081,ORD007081,10/25/2022,2022/10/30,BlueDart,688.68,Returned to Origin
SHP007082,ORD007082,19-07-2022,23/07/2022,BLUEDART,581.56,in transit
SHP007083,ORD007083,03/28/2023,2023-04-02,BlueDart,332.01,LOST
SHP007084,ORD007084,2022/10/05,15/10/2022,indiapost,313.69,Returned to Origin
SHP007085,ORD007085,24 Dec 2023,12/27/2023,dtdc,65.99,Returned to Origin
SHP007086,ORD007086,05/13/2024,2024-05-20,XpressBees,817.56,Lost
SHP007087,ORD007087,07 Sep 2024,2024/09/08,Delhivery,674.27,Delayed
SHP007088,ORD007088,2022-02-15,02/03/2022,IndiaPost,233.42,DELIVERED
SHP007089,ORD007089,23 Jan 2023,01/31/2023,DTDC,623.19,Lost
SHP007090,ORD007090,27/07/2023,2023/08/04,Ekart,103.16,delivered
SHP007091,ORD007091,21-06-2024,28/06/2024,FedEx,65.37,Returned to Origin
SHP007092,ORD007092,2024/10/23,2024-10-29,FedEx,331.22,in transit
SHP007093,ORD007093,23/02/2023,02-03-2023,BlueDart,404.73,delivered
SHP007094,ORD007094,05 Aug 2023,15/08/2023,BlueDart,812.24,Delivered
SHP007095,ORD007095,11/07/2023,2023/07/26,BlueDart,85.28,In Transit
SHP007096,ORD007096,23 Dec 2022,28-12-2022,Delhivery,288.47,Delayed
SHP007097,ORD007097,11 Mar 2022,2022/03/14,ekart,830.56,Delivered
SHP007098,ORD007098,04-02-2024,2024-02-08,BlueDart,331.51,lost
SHP007099,ORD007099,10/08/2023,2023/08/17,IndiaPost,227.78,Returned to Origin
SHP007100,ORD007100,12/10/2022,12/12/2022,BlueDart,39.98,Delivered
SHP007101,ORD007101,2024-11-02,2024-11-07,BlueDart,829.17,LOST
SHP007102,ORD007102,2023-01-30,02/14/2023,BlueDart,307.97,in transit
SHP007103,ORD007103,25 Sep 2024,10/01/2024,IndiaPost,623.13,DELAYED
SHP007104,ORD007104,11/09/2024,2024-11-11,FedEx,853.51,delayed
SHP007105,ORD007105,28 Dec 2023,03 Jan 2024,Delhivery,415.11,DELIVERED
SHP007106,ORD007106,0000-00-00,2022-01-31,DTDC,539.69,lost
SHP007107,ORD007107,2022-02-11,17 Feb 2022,ekart,128.57,Delivered
SHP007108,ORD007108,2022-09-18,2022/09/28,XpressBees,60.95,Returned to Origin
SHP007109,ORD007109,2022-06-24,04/07/2022,FEDEX,737.62,Lost
SHP007110,ORD007110,15-02-2022,2022-02-25,BLUEDART,679.42,In Transit
SHP007111,ORD007111,15-04-2024,23/04/2024,XpressBees,166.62,Delayed
SHP007112,ORD007112,2022-08-12,15/08/2022,FedEx,625.0,returned to origin
SHP007113,ORD007113,19/02/2024,27 Feb 2024,XpressBees,301.19,lost
SHP007114,ORD007114,26/05/2024,05 Jun 2024,BlueDart,156.06,In Transit
SHP007115,ORD007115,14-11-2022,18/11/2022,DTDC,83.39,In Transit
SHP007116,ORD007116,2023-05-29,2023/06/01,IndiaPost,855.24,Delivered
SHP007117,ORD007117,06/22/2023,2023/07/02,FedEx,827.18,In Transit
SHP007118,ORD007118,14/12/2024,2024-12-20,Delhivery,822.58,Delayed
SHP007119,ORD007119,2023/02/22,28 Feb 2023,FedEx,159.2,Delayed
SHP007120,ORD007120,25-10-2022,2022-11-09,INDIAPOST,571.37,Delayed
SHP007121,ORD007121,2023-07-18,2023/07/20,Ekart,794.51,Delayed
SHP007122,ORD007122,2023/05/18,2023/05/23,XpressBees,551.79,Lost
SHP007123,ORD007123,18 Aug 2024,24 Aug 2024,DTDC,434.26,Lost
SHP007124,ORD007124,01-06-2024,2024/06/06,FedEx,375.19,Returned to Origin
SHP007125,ORD007125,2023/10/09,2023-10-19,Delhivery,436.24,delivered
SHP007126,ORD007126,07/03/2023,05-07-2023,IndiaPost,98.67,In Transit
SHP007127,ORD007127,2023/03/24,2023/03/25,IndiaPost,630.95,Returned to Origin
SHP007128,ORD007128,20 Jul 2023,2023/07/25,Ekart,157.17,Delayed
SHP007129,ORD007129,09/07/2023,2023-09-09,EKART,54.36,Delayed
SHP007130,ORD007130,13-02-2023,2023/02/14,BlueDart,752.34,In Transit
SHP007131,ORD007131,12/07/2023,14 Dec 2023,XPRESSBEES,869.07,Lost
SHP007132,ORD007132,15 Jan 2024,25/01/2024,XpressBees,704.55,lost
SHP007133,ORD007133,29/06/2023,2023-07-03,FedEx,611.74,returned to origin
SHP007134,ORD007134,18 Jan 2022,19 Jan 2022,XpressBees,147.63,DELIVERED
SHP007135,ORD007135,03/08/2024,18-08-2024,XpressBees,183.0,lost
SHP007136,ORD007136,05/07/2023,07/08/2023,Delhivery,299.21,Delayed
SHP007137,ORD007137,2022/04/21,26/04/2022,BLUEDART,191.45,Lost
SHP007138,ORD007138,2022/09/23,2022-09-26,IndiaPost,665.01,RETURNED TO ORIGIN
SHP007139,ORD007139,03/17/2023,21/03/2023,BlueDart,355.71,DELAYED
SHP007140,ORD007140,2023-08-25,2023-08-26,Delhivery,837.63,DELIVERED
SHP007141,ORD007141,2022/11/14,18/11/2022,BlueDart,78.93,Lost
SHP007142,ORD007142,0000-00-00,18/10/2024,ekart,152.3,In Transit
SHP007143,ORD007143,,2024/09/23,Delhivery,165.86,Lost
SHP007144,ORD007144,26-04-2024,02 May 2024,FedEx,598.2,In Transit
SHP007145,ORD007145,28-07-2023,01-08-2023,IndiaPost,30.46,in transit
SHP007146,ORD007146,2024-01-18,26/01/2024,FedEx,590.14,In Transit
SHP007147,ORD007147,02-09-2022,07/09/2022,INDIAPOST,866.35,In Transit
SHP007148,ORD007148,2024-01-22,24/01/2024,INDIAPOST,865.77,Returned to Origin
SHP007149,ORD007149,2024/12/13,20-12-2024,Ekart,500.07,Lost
SHP007150,ORD007150,2022-08-17,19/08/2022,FEDEX,205.26,Returned to Origin
SHP007151,ORD007151,16 Jul 2022,2022-07-31,Delhivery,164.46,Returned to Origin
SHP007152,ORD007152,28 Jul 2024,,fedex,476.49,RETURNED TO ORIGIN
SHP007153,ORD007153,2022/01/10,20/01/2022,EKART,729.36,Delivered
SHP007154,ORD007154,09/04/2022,16-04-2022,BlueDart,558.62,IN TRANSIT
SHP007155,ORD007155,28/10/2024,05/11/2024,XpressBees,617.08,In Transit
SHP007156,ORD007156,30 Aug 2022,09/01/2022,XpressBees,215.68,Delivered
SHP007157,ORD007157,06-07-2022,10 Jul 2022,FedEx,89.91,delayed
SHP007158,ORD007158,10-08-2024,13 Aug 2024,EKART,382.64,Returned to Origin
SHP007159,ORD007159,,02-04-2022,dtdc,881.29,Returned to Origin
SHP007160,ORD007160,29-02-2024,03 Mar 2024,FedEx,232.94,in transit
SHP007161,ORD007161,2022-10-23,2022-10-30,bluedart,45.98,Delayed
SHP007162,ORD007162,2023/03/10,2023/03/15,INDIAPOST,487.13,Returned to Origin
SHP007163,ORD007163,05/18/2024,24-05-2024,DELHIVERY,799.09,Delivered
SHP007164,ORD007164,2023-05-21,25 May 2023,Ekart,,Returned to Origin
SHP007165,ORD007165,2023-06-02,2023/06/12,IndiaPost,35.81,in transit
SHP007166,ORD007166,01/07/2024,16 Jul 2024,Ekart,234.96,delayed
SHP007167,ORD007167,2024-08-12,08/15/2024,FedEx,605.71,Returned to Origin
SHP007168,ORD007168,30/04/2024,05 May 2024,bluedart,887.48,Lost
SHP007169,ORD007169,09 Sep 2024,24-09-2024,FedEx,92.73,Returned to Origin
SHP007170,ORD007170,23-06-2024,28-06-2024,DTDC,701.46,Delayed
SHP007171,ORD007171,2024-05-22,27 May 2024,Delhivery,113.74,Returned to Origin
SHP007172,ORD007172,22/09/2022,2022/10/07,INDIAPOST,57.57,Lost
SHP007173,ORD007173,08/13/2024,2024/08/16,Delhivery,497.36,in transit
SHP007174,ORD007174,12/06/2024,10-12-2024,Delhivery,260.16,Delayed
SHP007175,ORD007175,23 Feb 2023,2023/03/05,xpressbees,380.98,Delayed
SHP007176,ORD007176,20 Dec 2022,28 Dec 2022,delhivery,122.87,Lost
SHP007177,ORD007177,10/01/2023,2023/10/08,IndiaPost,151.31,Delayed
SHP007178,ORD007178,08/19/2022,22 Aug 2022,DELHIVERY,892.78,Delivered
SHP007179,ORD007179,02-10-2023,10/04/2023,Delhivery,203.56,Returned to Origin
SHP007180,ORD007180,2024-10-01,10/06/2024,DTDC,401.47,delivered
SHP007181,ORD007181,22 Jan 2022,01/23/2022,Delhivery,139.75,Lost
SHP007182,ORD007182,02/02/2024,12-02-2024,IndiaPost,269.67,Delivered
SHP007183,ORD007183,02/21/2022,2022-02-23,BLUEDART,,Returned to Origin
SHP007184,ORD007184,02 Jan 2023,2023/01/05,XPRESSBEES,516.45,In Transit
SHP007185,ORD007185,11 Mar 2024,2024-03-13,XpressBees,844.41,Delayed
SHP007186,ORD007186,02 Feb 2024,04/02/2024,FEDEX,331.16,Delivered
SHP007187,ORD007187,10/13/2022,28 Oct 2022,FedEx,210.89,Delayed
SHP007188,ORD007188,14-12-2024,12/24/2024,BLUEDART,858.86,Delivered
SHP007189,ORD007189,30/07/2022,09 Aug 2022,DTDC,578.04,Lost
SHP007190,ORD007190,05-08-2022,13-08-2022,Ekart,303.86,IN TRANSIT
SHP007191,ORD007191,18 Feb 2023,21-02-2023,DTDC,701.97,Lost
SHP007192,ORD007192,09/11/2023,18 Sep 2023,XPRESSBEES,855.5,Returned to Origin
SHP007193,ORD007193,30-07-2022,2022-08-07,ekart,498.36,Delayed
SHP007194,ORD007194,31 Dec 2024,06/01/2025,DTDC,379.55,Returned to Origin
SHP007195,ORD007195,25-09-2023,0000-00-00,BlueDart,538.68,RETURNED TO ORIGIN
SHP007196,ORD007196,03/03/2024,08 Mar 2024,FedEx,408.48,Delayed
SHP007197,ORD007197,2024/08/14,29/08/2024,FedEx,840.29,LOST
SHP007198,ORD007198,2022/10/17,0000-00-00,DTDC,535.16,delayed
SHP007199,ORD007199,07/13/2022,16 Jul 2022,Ekart,725.81,Delayed
SHP007200,ORD007200,,04 May 2024,dtdc,520.35,Returned to Origin
SHP007201,ORD007201,23 Aug 2023,2023/09/07,ekart,63.05,Returned to Origin
SHP007202,ORD007202,14/07/2022,19-07-2022,IndiaPost,554.29,Returned to Origin
SHP007203,ORD007203,16 Oct 2023,19 Oct 2023,Ekart,230.04,Returned to Origin
SHP007204,ORD007204,10/21/2024,10/27/2024,FedEx,183.86,delivered
SHP007205,ORD007205,28-06-2024,2024/07/13,INDIAPOST,503.04,Delivered
SHP007206,ORD007206,2023-01-03,01/06/2023,BLUEDART,734.8,Delivered
SHP007207,ORD007207,2023-02-13,,Delhivery,420.38,delayed
SHP007208,ORD007208,2023/05/31,07 Jun 2023,FEDEX,575.21,LOST
SHP007209,ORD007209,12-10-2022,2022-10-13,DTDC,842.11,in transit
SHP007210,ORD007210,09/04/2023,15-04-2023,DTDC,651.36,Returned to Origin
SHP007211,ORD007211,14/08/2024,21-08-2024,IndiaPost,711.66,In Transit
SHP007212,ORD007212,19 Jan 2023,27 Jan 2023,FedEx,632.88,Returned to Origin
SHP007213,ORD007213,01/17/2023,22 Jan 2023,Delhivery,433.15,In Transit
SHP007214,ORD007214,25 Jul 2023,28-07-2023,XpressBees,605.52,Delayed
SHP007215,ORD007215,23 Apr 2022,2022-05-03,Delhivery,645.05,Returned to Origin
SHP007216,ORD007216,09/09/2022,10 Sep 2022,DTDC,129.05,IN TRANSIT
SHP007217,ORD007217,2022-06-25,10/07/2022,IndiaPost,,In Transit
SHP007218,ORD007218,03/16/2023,0000-00-00,xpressbees,486.47,Delayed
SHP007219,ORD007219,2022-07-30,01 Aug 2022,INDIAPOST,102.92,Delayed
SHP007220,ORD007220,2024/03/31,02/04/2024,Ekart,68.87,In Transit
SHP007221,ORD007221,2023-07-26,08/03/2023,BlueDart,39.24,Delivered
SHP007222,ORD007222,2022/09/18,2022/09/25,fedex,834.98,delivered
SHP007223,ORD007223,22 Mar 2024,06-04-2024,IndiaPost,328.69,Lost
SHP007224,ORD007224,0000-00-00,2023-05-29,INDIAPOST,374.82,lost
SHP007225,ORD007225,09/14/2022,21 Sep 2022,Ekart,228.03,In Transit
SHP007226,ORD007226,06/04/2022,2022/04/16,XpressBees,756.91,Lost
SHP007227,ORD007227,2023/04/22,04/28/2023,bluedart,331.27,returned to origin
SHP007228,ORD007228,26-03-2024,2024-04-10,DELHIVERY,805.25,Returned to Origin
SHP007229,ORD007229,2022-11-12,20-11-2022,FedEx,350.32,Delivered
SHP007230,ORD007230,17/09/2022,27 Sep 2022,BlueDart,559.13,Lost
SHP007231,ORD007231,2023/05/24,31/05/2023,BLUEDART,238.13,Delayed
SHP007232,ORD007232,14/05/2022,2022/05/24,XpressBees,30.47,Delivered
SHP007233,ORD007233,2023/07/31,2023-08-03,Ekart,463.2,Lost
SHP007234,ORD007234,17-06-2022,2022/06/25,BlueDart,690.61,LOST
SHP007235,ORD007235,2024-03-19,,XpressBees,132.92,In Transit
SHP007236,ORD007236,2022/04/19,04/22/2022,XpressBees,279.24,In Transit
SHP007237,ORD007237,0000-00-00,2022/10/31,FedEx,653.34,in transit
SHP007238,ORD007238,2022-12-15,20 Dec 2022,FedEx,691.42,LOST
SHP007239,ORD007239,2024/11/17,2024-11-19,Delhivery,729.17,Delivered
SHP007240,ORD007240,2024/09/17,18/09/2024,XpressBees,127.19,Delivered
SHP007241,ORD007241,0000-00-00,09/04/2022,XpressBees,184.08,IN TRANSIT
SHP007242,ORD007242,2022-10-01,16-10-2022,IndiaPost,391.55,In Transit
SHP007243,ORD007243,2024/02/24,03/03/2024,ekart,317.33,Delayed
SHP007244,ORD007244,01-06-2022,0000-00-00,BlueDart,295.06,Delivered
SHP007245,ORD007245,02/01/2023,2023/01/05,Delhivery,542.52,Delivered
SHP007246,ORD007246,01/09/2024,05 Sep 2024,XpressBees,291.48,IN TRANSIT
SHP007247,ORD007247,24 Apr 2022,30-04-2022,Delhivery,805.07,In Transit
SHP007248,ORD007248,04/03/2024,07/03/2024,XpressBees,341.55,Returned to Origin
SHP007249,ORD007249,27-03-2023,29 Mar 2023,IndiaPost,177.3,LOST
SHP007250,ORD007250,2024-02-19,02/25/2024,IndiaPost,852.64,lost
SHP007251,ORD007251,31/07/2022,2022/08/06,BlueDart,887.24,DELAYED
SHP007252,ORD007252,04/06/2023,04/21/2023,XPRESSBEES,276.62,Delivered
SHP007253,ORD007253,2024/01/04,05 Jan 2024,Ekart,34.09,LOST
SHP007254,ORD007254,2025-01-03,2025/01/07,DTDC,473.37,Returned to Origin
SHP007255,ORD007255,08/06/2024,06/11/2024,FedEx,765.0,Returned to Origin
SHP007256,ORD007256,02-10-2024,08/10/2024,XpressBees,811.76,returned to origin
SHP007257,ORD007257,12/21/2024,12/28/2024,Ekart,863.93,Delayed
SHP007258,ORD007258,04/03/2024,03/12/2024,fedex,46.41,IN TRANSIT
SHP007259,ORD007259,02/22/2023,25/02/2023,Ekart,462.76,In Transit
SHP007260,ORD007260,15-12-2023,2023/12/17,DELHIVERY,593.71,delayed
SHP007261,ORD007261,27 Jun 2023,2023/07/12,XpressBees,645.64,in transit
SHP007262,ORD007262,2023-11-30,07/12/2023,DTDC,332.7,Delayed
SHP007263,ORD007263,2022/09/17,2022-10-02,FedEx,30.06,In Transit
SHP007264,ORD007264,01 Nov 2024,05/11/2024,FedEx,793.66,Returned to Origin
SHP007265,ORD007265,0000-00-00,28-01-2023,ekart,252.3,Delivered
SHP007266,ORD007266,31/07/2022,10/08/2022,XpressBees,,In Transit
SHP007267,ORD007267,2024/05/15,21/05/2024,XPRESSBEES,663.11,In Transit
SHP007268,ORD007268,11/12/2024,2024-12-12,BlueDart,460.98,Delivered
SHP007269,ORD007269,28/08/2022,09/03/2022,IndiaPost,825.91,In Transit
SHP007270,ORD007270,2024/06/06,21-06-2024,BlueDart,333.31,In Transit
SHP007271,ORD007271,2024-12-20,30 Dec 2024,FedEx,330.93,Delivered
SHP007272,ORD007272,02/20/2024,24-02-2024,BlueDart,627.83,Lost
SHP007273,ORD007273,04/24/2024,27-04-2024,FEDEX,717.79,Lost
SHP007274,ORD007274,2022-11-26,04/12/2022,XPRESSBEES,767.23,In Transit
SHP007275,ORD007275,2024/05/27,29/05/2024,fedex,608.23,Delivered
SHP007276,ORD007276,01/20/2023,04-02-2023,Ekart,591.22,Delayed
SHP007277,ORD007277,2024-01-05,2024-01-09,FedEx,307.84,Lost
SHP007278,ORD007278,11 Sep 2022,2022-09-12,BLUEDART,784.87,In Transit
SHP007279,ORD007279,29 Mar 2022,01-04-2022,Ekart,37.88,Delayed
SHP007280,ORD007280,0000-00-00,10/18/2024,XpressBees,,Lost
SHP007281,ORD007281,09/24/2024,09-10-2024,Ekart,104.36,DELAYED
SHP007282,ORD007282,31/01/2024,01/02/2024,DTDC,773.75,RETURNED TO ORIGIN
SHP007283,ORD007283,10/27/2023,03/11/2023,DTDC,790.55,Delayed
SHP007284,ORD007284,24-09-2022,2022/10/02,DELHIVERY,277.74,Returned to Origin
SHP007285,ORD007285,26/11/2024,,IndiaPost,555.32,Lost
SHP007286,ORD007286,2022/06/10,20 Jun 2022,XpressBees,245.59,Delayed
SHP007287,ORD007287,08 Sep 2023,2023/09/10,ekart,221.92,DELIVERED
SHP007288,ORD007288,12/09/2023,2023-12-12,FedEx,789.11,in transit
SHP007289,ORD007289,29/07/2023,,XpressBees,533.83,RETURNED TO ORIGIN
SHP007290,ORD007290,06/09/2023,2023-06-13,Ekart,754.22,in transit
SHP007291,ORD007291,2022/04/15,04/21/2022,BlueDart,382.26,Lost
SHP007292,ORD007292,16-01-2023,01/20/2023,bluedart,887.35,Lost
SHP007293,ORD007293,01/10/2024,11 Jan 2024,EKART,260.28,DELAYED
SHP007294,ORD007294,04/05/2024,19-05-2024,FedEx,642.9,Lost
SHP007295,ORD007295,02/22/2022,02-03-2022,DTDC,494.27,Returned to Origin
SHP007296,ORD007296,2022-08-01,11 Aug 2022,IndiaPost,299.26,delayed
SHP007297,ORD007297,2023/08/06,2023/08/14,DELHIVERY,742.52,Returned to Origin
SHP007298,ORD007298,30-03-2022,2022-04-14,Delhivery,799.11,DELAYED
SHP007299,ORD007299,2023/07/25,29 Jul 2023,DTDC,331.7,In Transit
SHP007300,ORD007300,2022-07-10,2022-07-17,Delhivery,635.68,Returned to Origin
SHP007301,ORD007301,06-08-2022,07-08-2022,BlueDart,89.59,In Transit
SHP007302,ORD007302,2024-12-14,2024-12-24,XpressBees,372.15,DELIVERED
SHP007303,ORD007303,04/10/2024,07 Oct 2024,BlueDart,513.25,IN TRANSIT
SHP007304,ORD007304,2022-09-26,29/09/2022,DTDC,508.16,Lost
SHP007305,ORD007305,2022/04/12,19 Apr 2022,Ekart,158.72,In Transit
SHP007306,ORD007306,15 Sep 2022,19-09-2022,DTDC,605.72,Returned to Origin
SHP007307,ORD007307,2022/08/18,26 Aug 2022,Ekart,189.48,Returned to Origin
SHP007308,ORD007308,29/05/2022,01-06-2022,DTDC,681.51,Delayed
SHP007309,ORD007309,11/03/2022,2022/03/21,xpressbees,548.0,in transit
SHP007310,ORD007310,,22/12/2023,IndiaPost,781.09,lost
SHP007311,ORD007311,17 Dec 2023,21 Dec 2023,delhivery,299.8,In Transit
SHP007312,ORD007312,09/05/2023,11 May 2023,BlueDart,83.69,DELAYED
SHP007313,ORD007313,2023/12/30,01/06/2024,DTDC,392.09,DELAYED
SHP007314,ORD007314,2024-05-28,2024/05/30,dtdc,602.13,returned to origin
SHP007315,ORD007315,,23/07/2023,XpressBees,488.46,Delivered
SHP007316,ORD007316,06/16/2022,21/06/2022,Ekart,472.43,Delivered
SHP007317,ORD007317,14/09/2024,2024/09/17,DELHIVERY,,Returned to Origin
SHP007318,ORD007318,24/12/2024,27-12-2024,IndiaPost,132.12,Delivered
SHP007319,ORD007319,2022-05-27,30/05/2022,delhivery,176.69,delayed
SHP007320,ORD007320,2022-10-01,08 Oct 2022,Delhivery,288.65,Delayed
SHP007321,ORD007321,11/05/2022,12-05-2022,BlueDart,319.93,IN TRANSIT
SHP007322,ORD007322,2023/05/23,2023-05-26,BLUEDART,501.64,In Transit
SHP007323,ORD007323,12-11-2024,2024/11/13,Ekart,577.43,Lost
SHP007324,ORD007324,07/07/2024,2024-07-13,IndiaPost,95.55,Lost
SHP007325,ORD007325,22-03-2023,2023/04/06,DELHIVERY,326.44,Lost
SHP007326,ORD007326,2023-05-29,01/06/2023,delhivery,554.47,delayed
SHP007327,ORD007327,,21 Nov 2022,XpressBees,,RETURNED TO ORIGIN
SHP007328,ORD007328,15-05-2022,18/05/2022,Delhivery,418.36,DELIVERED
SHP007329,ORD007329,2023-11-15,,BlueDart,275.78,Delivered
SHP007330,ORD007330,29-12-2022,05/01/2023,indiapost,866.18,returned to origin
SHP007331,ORD007331,10-08-2024,16-08-2024,BlueDart,739.39,Lost
SHP007332,ORD007332,26/06/2023,2023/06/30,BlueDart,73.88,Returned to Origin
SHP007333,ORD007333,2024/04/23,05/03/2024,IndiaPost,819.53,Delayed
SHP007334,ORD007334,07-02-2024,02/11/2024,XpressBees,693.93,Delivered
SHP007335,ORD007335,14-11-2023,17 Nov 2023,Delhivery,331.34,Returned to Origin
SHP007336,ORD007336,01-10-2024,2024/10/02,IndiaPost,327.45,Returned to Origin
SHP007337,ORD007337,2024/07/01,2024/07/04,Ekart,307.98,Lost
SHP007338,ORD007338,19-03-2023,03/21/2023,Delhivery,34.2,Lost
SHP007339,ORD007339,16/12/2022,17-12-2022,FedEx,814.47,in transit
SHP007340,ORD007340,08-03-2024,2024-03-16,Delhivery,625.1,Lost
SHP007341,ORD007341,21/03/2024,2024-03-25,IndiaPost,362.48,Returned to Origin
SHP007342,ORD007342,11 Mar 2023,03/21/2023,Ekart,215.46,Delivered
SHP007343,ORD007343,08-06-2023,2023-06-13,FedEx,765.23,Returned to Origin
SHP007344,ORD007344,2022-02-13,16/02/2022,Delhivery,629.31,Delivered
SHP007345,ORD007345,,2023-06-18,xpressbees,45.9,lost
SHP007346,ORD007346,2023/02/22,02 Mar 2023,XpressBees,101.87,In Transit
SHP007347,ORD007347,2022-03-04,03/19/2022,IndiaPost,150.15,Delivered
SHP007348,ORD007348,2022/07/28,2022/07/30,FedEx,770.59,Delivered
SHP007349,ORD007349,2024-03-13,03/21/2024,XpressBees,665.96,Delivered
SHP007350,ORD007350,2024-08-04,14-08-2024,BlueDart,638.57,Delayed
SHP007351,ORD007351,28 Jun 2023,03 Jul 2023,DTDC,867.37,Delivered
SHP007352,ORD007352,29/11/2022,04 Dec 2022,Delhivery,157.09,Returned to Origin
SHP007353,ORD007353,12-05-2022,17/05/2022,DTDC,125.51,Delivered
SHP007354,ORD007354,08/06/2022,13-08-2022,DELHIVERY,213.55,Returned to Origin
SHP007355,ORD007355,2022-03-19,23 Mar 2022,ekart,547.71,delivered
SHP007356,ORD007356,28 Dec 2022,31-12-2022,dtdc,692.79,delayed
SHP007357,ORD007357,2024/04/15,23-04-2024,delhivery,639.82,returned to origin
SHP007358,ORD007358,16 Nov 2022,19 Nov 2022,FedEx,646.41,Delayed
