shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status,delivery_days,ship_month
Shp007538,Ord007538,2023-11-05,2023-11-06,Bluedart,106.64,Returned To Origin,1,2023-11
Shp007539,Ord007539,2022-12-15,2022-12-30,Bluedart,772.6,Returned To Origin,15,2022-12
Shp007540,Ord007540,2024-03-26,2024-04-03,Delhivery,183.72,Delayed,8,2024-03
Shp007542,Ord007542,2024-01-31,2024-02-07,Ekart,371.27,Returned To Origin,7,2024-01
Shp007543,Ord007543,2023-03-26,2023-03-31,Xpressbees,114.8,Returned To Origin,5,2023-03
Shp007544,Ord007544,2024-03-20,2024-03-26,Bluedart,628.32,Delivered,6,2024-03
Shp007545,Ord007545,2023-03-25,2023-03-29,Xpressbees,693.32,Returned To Origin,4,2023-03
Shp007546,Ord007546,2022-09-01,2022-09-11,Fedex,56.39,In Transit,10,2022-09
Shp007548,Ord007548,2022-07-06,2022-07-14,Indiapost,379.38,In Transit,8,2022-07
Shp007549,Ord007549,2024-08-06,2024-08-08,Fedex,875.27,In Transit,2,2024-08
Shp007550,Ord007550,2024-02-08,2024-02-18,Fedex,,Lost,10,2024-02
Shp007551,Ord007551,2024-04-20,2024-04-30,Xpressbees,300.95,Delayed,10,2024-04
Shp007552,Ord007552,2024-09-22,2024-09-23,Ekart,485.11,Returned To Origin,1,2024-09
Shp007555,Ord007555,2022-06-14,2022-06-16,Dtdc,824.66,Delayed,2,2022-06
Shp007556,Ord007556,2024-05-24,2024-06-03,Bluedart,731.5,Returned To Origin,10,2024-05
Shp007557,Ord007557,2023-04-08,2023-04-13,Indiapost,880.52,Delivered,5,2023-04
Shp007558,Ord007558,2024-06-09,2024-06-14,Indiapost,311.38,Lost,5,2024-06
Shp007559,Ord007559,2024-06-20,2024-06-30,Fedex,365.18,In Transit,10,2024-06
Shp007560,Ord007560,2023-12-24,2023-12-27,Dtdc,241.64,In Transit,3,2023-12
Shp007561,Ord007561,2023-04-23,2023-04-26,Xpressbees,486.64,In Transit,3,2023-04
Shp007562,Ord007562,2023-09-14,2023-09-15,Dtdc,249.31,Returned To Origin,1,2023-09
Shp007564,Ord007564,2023-02-22,2023-02-28,Dtdc,620.99,In Transit,6,2023-02
Shp007565,Ord007565,2024-06-01,2024-06-06,Delhivery,871.88,Delivered,5,2024-06
Shp007566,Ord007566,2023-08-13,2023-08-28,Xpressbees,296.98,Returned To Origin,15,2023-08
Shp007567,Ord007567,2023-12-23,2023-12-28,Indiapost,248.16,In Transit,5,2023-12
Shp007568,Ord007568,2022-05-07,2022-05-08,Delhivery,256.69,Delayed,1,2022-05
Shp007569,Ord007569,2023-09-29,2023-09-30,Dtdc,494.55,Delivered,1,2023-09
Shp007574,Ord007574,2022-09-19,2022-09-22,Delhivery,82.55,Delayed,3,2022-09
Shp007575,Ord007575,2024-02-10,2024-02-16,Indiapost,159.52,In Transit,6,2024-02
Shp007576,Ord007576,2023-02-18,2023-02-21,Bluedart,864.45,Lost,3,2023-02
Shp007577,Ord007577,2024-03-27,2024-04-03,Bluedart,324.23,Delivered,7,2024-03
Shp007578,Ord007578,2023-10-23,2023-10-28,Dtdc,674.03,Lost,5,2023-10
Shp007579,Ord007579,2022-09-26,2022-10-02,Xpressbees,786.38,In Transit,6,2022-09
Shp007580,Ord007580,2023-11-11,2023-11-15,Delhivery,381.77,Returned To Origin,4,2023-11
Shp007581,Ord007581,2023-09-02,2023-09-10,Dtdc,256.02,Delayed,8,2023-09
Shp007582,Ord007582,2024-02-05,2024-02-11,Indiapost,169.43,Returned To Origin,6,2024-02
Shp007583,Ord007583,2022-10-06,2022-10-07,Fedex,356.77,Delivered,1,2022-10
Shp007584,Ord007584,2023-05-01,2023-05-11,Ekart,302.72,In Transit,10,2023-05
Shp007586,Ord007586,2024-02-29,2024-03-05,Fedex,594.28,Returned To Origin,5,2024-02
Shp007587,Ord007587,2023-03-05,2023-03-08,Delhivery,394.6,Delayed,3,2023-03
Shp007588,Ord007588,2022-09-09,2022-09-13,Bluedart,790.47,Delayed,4,2022-09
Shp007589,Ord007589,2022-08-21,2022-08-25,Xpressbees,212.71,Returned To Origin,4,2022-08
Shp007590,Ord007590,2023-11-06,2023-11-13,Ekart,333.77,Lost,7,2023-11
Shp007591,Ord007591,2023-07-21,2023-07-27,Dtdc,231.48,Delivered,6,2023-07
Shp007592,Ord007592,2024-03-29,2024-04-05,Xpressbees,304.82,In Transit,7,2024-03
Shp007594,Ord007594,2022-01-31,2022-02-04,Delhivery,631.19,Delayed,4,2022-01
Shp007595,Ord007595,2022-01-06,2022-01-16,Ekart,551.4,Lost,10,2022-01
Shp007596,Ord007596,2024-02-16,2024-02-19,Indiapost,744.99,Lost,3,2024-02
Shp007598,Ord007598,2022-07-19,2022-08-03,Indiapost,351.91,Delivered,15,2022-07
Shp007599,Ord007599,2023-11-07,2023-11-22,Fedex,177.89,Lost,15,2023-11
Shp007600,Ord007600,2022-10-31,2022-11-07,Dtdc,523.08,Lost,7,2022-10
Shp007601,Ord007601,2023-03-21,2023-03-24,Indiapost,311.36,Delayed,3,2023-03
Shp007602,Ord007602,2024-10-11,2024-10-12,Fedex,490.14,Returned To Origin,1,2024-10
Shp007603,Ord007603,2024-01-15,2024-01-19,Indiapost,417.66,Returned To Origin,4,2024-01
Shp007605,Ord007605,2023-05-26,2023-05-31,Bluedart,561.79,In Transit,5,2023-05
Shp007606,Ord007606,2024-05-19,2024-05-22,Dtdc,193.11,Delivered,3,2024-05
Shp007607,Ord007607,2024-12-28,2025-01-05,Bluedart,828.9,Lost,8,2024-12
Shp007608,Ord007608,2022-08-31,2022-09-08,Dtdc,372.5,Delivered,8,2022-08
Shp007610,Ord007610,2022-01-10,2022-01-13,Xpressbees,875.98,Returned To Origin,3,2022-01
Shp007611,Ord007611,2024-11-13,2024-11-20,Xpressbees,313.62,Delayed,7,2024-11
Shp007612,Ord007612,2023-05-03,2023-05-08,Bluedart,851.44,Lost,5,2023-05
Shp007614,Ord007614,2023-01-30,2023-02-14,Bluedart,647.51,Lost,15,2023-01
Shp007615,Ord007615,2022-07-26,2022-07-27,Xpressbees,165.2,Delivered,1,2022-07
Shp007616,Ord007616,2022-10-23,2022-10-30,Fedex,341.24,Lost,7,2022-10
Shp007617,Ord007617,2022-07-22,2022-08-06,Indiapost,818.17,Lost,15,2022-07
Shp007618,Ord007618,2022-04-23,2022-05-01,Indiapost,572.55,Returned To Origin,8,2022-04
Shp007619,Ord007619,2024-11-27,2024-12-01,Fedex,308.75,Delayed,4,2024-11
Shp007620,Ord007620,2022-02-26,2022-03-06,Ekart,252.25,Delivered,8,2022-02
Shp007621,Ord007621,2022-05-30,2022-06-14,Ekart,659.0,In Transit,15,2022-05
Shp007622,Ord007622,2024-02-27,2024-03-02,Delhivery,76.32,In Transit,4,2024-02
Shp007623,Ord007623,2024-11-30,2024-12-03,Ekart,513.87,Delayed,3,2024-11
Shp007624,Ord007624,2022-01-21,2022-01-31,Bluedart,69.92,Lost,10,2022-01
Shp007625,Ord007625,2023-12-18,2023-12-22,Delhivery,651.69,Delivered,4,2023-12
Shp007626,Ord007626,2024-02-02,2024-02-05,Bluedart,38.15,Returned To Origin,3,2024-02
Shp007627,Ord007627,2023-12-30,2024-01-14,Fedex,660.01,In Transit,15,2023-12
Shp007628,Ord007628,2022-08-01,2022-08-04,Delhivery,823.98,Delayed,3,2022-08
Shp007629,Ord007629,2022-06-30,2022-07-10,Delhivery,400.01,Lost,10,2022-06
Shp007631,Ord007631,2024-10-03,2024-10-13,Bluedart,864.54,Lost,10,2024-10
Shp007633,Ord007633,2023-07-28,2023-07-31,Delhivery,742.04,Delivered,3,2023-07
Shp007635,Ord007635,2023-10-15,2023-10-17,Dtdc,202.08,Delayed,2,2023-10
Shp007636,Ord007636,2022-10-10,2022-10-17,Fedex,448.35,Lost,7,2022-10
Shp007637,Ord007637,2023-10-17,2023-10-20,Fedex,106.09,Lost,3,2023-10
Shp007638,Ord007638,2024-02-29,2024-03-15,Dtdc,131.77,Lost,15,2024-02
Shp007639,Ord007639,2024-03-23,2024-03-24,Fedex,338.33,Lost,1,2024-03
Shp007640,Ord007640,2022-04-23,2022-04-28,Dtdc,812.16,In Transit,5,2022-04
Shp007641,Ord007641,2023-03-24,2023-04-03,Ekart,781.32,Delayed,10,2023-03
Shp007643,Ord007643,2023-04-25,2023-04-28,Bluedart,496.91,Delivered,3,2023-04
Shp007645,Ord007645,2023-08-20,2023-08-23,Indiapost,641.06,Returned To Origin,3,2023-08
Shp007646,Ord007646,2022-02-14,2022-02-15,Indiapost,739.19,In Transit,1,2022-02
Shp007647,Ord007647,2022-06-29,2022-07-06,Indiapost,220.48,Delivered,7,2022-06
Shp007648,Ord007648,2023-09-26,2023-10-06,Dtdc,86.0,In Transit,10,2023-09
Shp007649,Ord007649,2024-01-19,2024-01-26,Bluedart,330.44,In Transit,7,2024-01
Shp007650,Ord007650,2023-03-14,2023-03-16,Dtdc,145.47,Delayed,2,2023-03
Shp007651,Ord007651,2023-01-10,2023-01-14,Delhivery,415.14,Lost,4,2023-01
Shp007652,Ord007652,2023-09-07,2023-09-14,Dtdc,327.78,Returned To Origin,7,2023-09
Shp007653,Ord007653,2023-04-13,2023-04-20,Ekart,765.58,Delivered,7,2023-04
Shp007654,Ord007654,2022-06-14,2022-06-20,Dtdc,861.7,In Transit,6,2022-06
Shp007656,Ord007656,2023-05-16,2023-05-21,Delhivery,695.71,In Transit,5,2023-05
Shp007657,Ord007657,2024-03-21,2024-03-24,Ekart,699.58,Delayed,3,2024-03
Shp007658,Ord007658,2022-04-21,2022-04-22,Indiapost,513.53,In Transit,1,2022-04
Shp007659,Ord007659,2022-05-09,2022-05-14,Bluedart,723.53,In Transit,5,2022-05
Shp007660,Ord007660,2023-09-08,2023-09-11,Dtdc,825.86,Lost,3,2023-09
Shp007661,Ord007661,2023-07-27,2023-07-30,Ekart,308.27,Delivered,3,2023-07
Shp007663,Ord007663,2022-10-18,2022-10-21,Fedex,800.2,Delivered,3,2022-10
Shp007664,Ord007664,2023-10-03,2023-10-13,Indiapost,272.6,Lost,10,2023-10
Shp007665,Ord007665,2024-07-27,2024-08-06,Dtdc,248.01,Returned To Origin,10,2024-07
Shp007667,Ord007667,2023-09-10,2023-09-16,Bluedart,363.1,Returned To Origin,6,2023-09
Shp007668,Ord007668,2024-09-10,2024-09-13,Delhivery,195.24,Delayed,3,2024-09
Shp007669,Ord007669,2022-01-14,2022-01-21,Bluedart,663.99,Lost,7,2022-01
Shp007671,Ord007671,2024-09-03,2024-09-06,Ekart,641.21,In Transit,3,2024-09
Shp007672,Ord007672,2023-07-06,2023-07-10,Bluedart,621.28,In Transit,4,2023-07
Shp007673,Ord007673,2022-02-16,2022-02-23,Delhivery,155.06,Lost,7,2022-02
Shp007675,Ord007675,2024-08-15,2024-08-22,Ekart,199.16,Returned To Origin,7,2024-08
Shp007676,Ord007676,2022-07-15,2022-07-18,Bluedart,771.13,Lost,3,2022-07
Shp007677,Ord007677,2023-07-19,2023-07-20,Xpressbees,551.91,Lost,1,2023-07
Shp007678,Ord007678,2024-08-04,2024-08-10,Bluedart,415.23,Returned To Origin,6,2024-08
Shp007681,Ord007681,2024-09-23,2024-10-01,Delhivery,751.52,Returned To Origin,8,2024-09
Shp007682,Ord007682,2022-02-15,2022-02-19,Dtdc,35.31,Returned To Origin,4,2022-02
Shp007683,Ord007683,2023-09-20,2023-09-28,Fedex,298.92,Delayed,8,2023-09
Shp007685,Ord007685,2023-03-21,2023-04-05,Xpressbees,821.6,Lost,15,2023-03
Shp007686,Ord007686,2024-08-27,2024-09-06,Xpressbees,719.89,Lost,10,2024-08
Shp007687,Ord007687,2023-10-18,2023-11-02,Ekart,751.87,In Transit,15,2023-10
Shp007689,Ord007689,2023-08-17,2023-08-27,Xpressbees,569.93,Delivered,10,2023-08
Shp007691,Ord007691,2023-05-16,2023-05-24,Dtdc,94.56,Delayed,8,2023-05
Shp007692,Ord007692,2023-09-12,2023-09-27,Bluedart,813.34,Delayed,15,2023-09
Shp007693,Ord007693,2022-04-23,2022-05-01,Xpressbees,614.72,Delivered,8,2022-04
Shp007694,Ord007694,2023-11-16,2023-11-19,Delhivery,161.32,Lost,3,2023-11
Shp007695,Ord007695,2022-04-05,2022-04-10,Xpressbees,529.01,Delivered,5,2022-04
Shp007696,Ord007696,2023-07-09,2023-07-15,Ekart,450.14,Delivered,6,2023-07
Shp007697,Ord007697,2023-10-19,2023-10-23,Bluedart,764.15,In Transit,4,2023-10
Shp007698,Ord007698,2023-08-15,2023-08-25,Ekart,678.19,Returned To Origin,10,2023-08
Shp007699,Ord007699,2023-05-27,2023-05-30,Ekart,388.15,Lost,3,2023-05
Shp007701,Ord007701,2023-04-04,2023-04-11,Delhivery,445.93,Lost,7,2023-04
Shp007702,Ord007702,2022-06-27,2022-07-05,Delhivery,66.63,Lost,8,2022-06
Shp007703,Ord007703,2024-08-26,2024-09-01,Xpressbees,846.65,Lost,6,2024-08
Shp007704,Ord007704,2023-02-17,2023-02-23,Xpressbees,149.7,Lost,6,2023-02
Shp007705,Ord007705,2025-01-01,2025-01-03,Xpressbees,825.38,In Transit,2,2025-01
Shp007706,Ord007706,2022-09-04,2022-09-10,Fedex,529.97,In Transit,6,2022-09
Shp007707,Ord007707,2022-01-26,2022-02-02,Dtdc,151.55,Returned To Origin,7,2022-01
Shp007708,Ord007708,2022-09-15,2022-09-18,Indiapost,784.18,Returned To Origin,3,2022-09
Shp007709,Ord007709,2023-08-24,2023-09-08,Indiapost,657.48,Delayed,15,2023-08
Shp007710,Ord007710,2022-11-07,2022-11-17,Bluedart,75.33,Returned To Origin,10,2022-11
Shp007711,Ord007711,2024-08-29,2024-08-30,Bluedart,594.8,Delivered,1,2024-08
Shp007712,Ord007712,2023-09-18,2023-09-25,Ekart,387.65,Lost,7,2023-09
Shp007714,Ord007714,2024-07-13,2024-07-21,Ekart,690.77,Delivered,8,2024-07
Shp007717,Ord007717,2023-08-21,2023-08-22,Fedex,784.16,Delivered,1,2023-08
Shp007718,Ord007718,2023-02-27,2023-03-07,Ekart,131.67,Returned To Origin,8,2023-02
Shp007719,Ord007719,2024-05-02,2024-05-03,Delhivery,205.52,In Transit,1,2024-05
Shp007720,Ord007720,2023-09-25,2023-09-26,Ekart,,Returned To Origin,1,2023-09
Shp007721,Ord007721,2023-09-06,2023-09-11,Dtdc,485.38,Delayed,5,2023-09
Shp007722,Ord007722,2024-02-26,2024-02-28,Xpressbees,96.33,In Transit,2,2024-02
Shp007723,Ord007723,2022-11-27,2022-11-30,Ekart,509.61,Delivered,3,2022-11
Shp007724,Ord007724,2022-11-17,2022-11-23,Dtdc,188.68,Lost,6,2022-11
Shp007725,Ord007725,2023-05-11,2023-05-12,Bluedart,599.99,In Transit,1,2023-05
Shp007726,Ord007726,2024-02-13,2024-02-16,Dtdc,320.53,Lost,3,2024-02
Shp007727,Ord007727,2022-07-02,2022-07-12,Indiapost,723.23,Returned To Origin,10,2022-07
Shp007728,Ord007728,2024-05-29,2024-06-06,Xpressbees,633.24,Delivered,8,2024-05
Shp007730,Ord007730,2024-03-31,2024-04-01,Ekart,351.97,In Transit,1,2024-03
Shp007731,Ord007731,2022-10-13,2022-10-21,Dtdc,195.85,Delayed,8,2022-10
Shp007733,Ord007733,2022-03-20,2022-03-23,Xpressbees,240.03,In Transit,3,2022-03
Shp007734,Ord007734,2024-09-27,2024-10-04,Ekart,,In Transit,7,2024-09
Shp007735,Ord007735,2024-05-07,2024-05-08,Fedex,775.46,Delivered,1,2024-05
Shp007738,Ord007738,2024-10-15,2024-10-19,Fedex,54.72,Returned To Origin,4,2024-10
Shp007739,Ord007739,2024-12-28,2025-01-12,Dtdc,157.16,Delayed,15,2024-12
Shp007741,Ord007741,2024-04-13,2024-04-15,Fedex,211.47,In Transit,2,2024-04
Shp007742,Ord007742,2024-04-25,2024-05-05,Fedex,539.49,In Transit,10,2024-04
Shp007743,Ord007743,2022-10-01,2022-10-05,Bluedart,494.02,Delivered,4,2022-10
Shp007744,Ord007744,2023-07-30,2023-08-05,Indiapost,391.27,Delivered,6,2023-07
Shp007745,Ord007745,2023-06-22,2023-07-02,Fedex,438.57,Returned To Origin,10,2023-06
Shp007747,Ord007747,2023-06-30,2023-07-03,Indiapost,325.17,Lost,3,2023-06
Shp007750,Ord007750,2023-07-09,2023-07-19,Ekart,471.27,In Transit,10,2023-07
Shp007752,Ord007752,2022-09-06,2022-09-12,Delhivery,765.71,Delayed,6,2022-09
Shp007753,Ord007753,2024-09-01,2024-09-03,Ekart,332.31,In Transit,2,2024-09
Shp007754,Ord007754,2022-03-25,2022-03-28,Bluedart,231.53,In Transit,3,2022-03
Shp007756,Ord007756,2023-04-21,2023-04-23,Fedex,350.37,Delayed,2,2023-04
Shp007757,Ord007757,2024-04-14,2024-04-29,Bluedart,348.33,Returned To Origin,15,2024-04
Shp007758,Ord007758,2024-08-02,2024-08-07,Bluedart,231.07,In Transit,5,2024-08
Shp007759,Ord007759,2022-01-04,2022-01-07,Bluedart,215.35,Lost,3,2022-01
Shp007760,Ord007760,2022-04-14,2022-04-20,Fedex,459.68,In Transit,6,2022-04
Shp007761,Ord007761,2022-03-09,2022-03-13,Delhivery,772.31,Delayed,4,2022-03
Shp007762,Ord007762,2024-06-15,2024-06-20,Dtdc,704.06,Lost,5,2024-06
Shp007763,Ord007763,2024-03-06,2024-03-12,Dtdc,245.83,Returned To Origin,6,2024-03
Shp007765,Ord007765,2024-06-08,2024-06-09,Dtdc,206.42,Delivered,1,2024-06
Shp007768,Ord007768,2022-02-02,2022-02-05,Indiapost,796.59,Lost,3,2022-02
Shp007769,Ord007769,2023-06-27,2023-07-04,Fedex,864.74,Returned To Origin,7,2023-06
Shp007772,Ord007772,2022-01-08,2022-01-11,Dtdc,757.12,Delivered,3,2022-01
Shp007773,Ord007773,2023-12-27,2023-12-28,Dtdc,294.74,Delivered,1,2023-12
Shp007775,Ord007775,2022-09-11,2022-09-21,Xpressbees,322.53,In Transit,10,2022-09
Shp007776,Ord007776,2023-06-15,2023-06-18,Fedex,610.27,Delayed,3,2023-06
Shp007777,Ord007777,2022-10-23,2022-10-29,Xpressbees,569.44,Delayed,6,2022-10
Shp007778,Ord007778,2022-09-18,2022-09-23,Indiapost,124.48,Delayed,5,2022-09
Shp007780,Ord007780,2024-10-06,2024-10-09,Bluedart,642.99,Delivered,3,2024-10
Shp007781,Ord007781,2024-12-10,2024-12-20,Fedex,771.67,Delayed,10,2024-12
Shp007783,Ord007783,2022-05-19,2022-05-22,Dtdc,579.54,Lost,3,2022-05
Shp007784,Ord007784,2022-12-06,2022-12-10,Ekart,448.47,In Transit,4,2022-12
Shp007787,Ord007787,2022-01-17,2022-01-27,Dtdc,560.15,Delivered,10,2022-01
Shp007789,Ord007789,2023-03-14,2023-03-17,Bluedart,854.34,In Transit,3,2023-03
Shp007791,Ord007791,2024-05-18,2024-06-02,Delhivery,634.36,In Transit,15,2024-05
Shp007792,Ord007792,2024-09-14,2024-09-24,Bluedart,520.69,In Transit,10,2024-09
Shp007793,Ord007793,2022-06-13,2022-06-20,Bluedart,30.67,Delivered,7,2022-06
Shp007794,Ord007794,2023-08-19,2023-08-25,Xpressbees,412.39,Returned To Origin,6,2023-08
Shp007795,Ord007795,2023-12-10,2023-12-13,Dtdc,320.96,Delivered,3,2023-12
Shp007796,Ord007796,2023-08-26,2023-09-01,Delhivery,357.23,Delivered,6,2023-08
Shp007797,Ord007797,2023-12-25,2023-12-26,Delhivery,233.14,Delivered,1,2023-12
Shp007798,Ord007798,2022-06-25,2022-06-28,Bluedart,416.85,Lost,3,2022-06
Shp007799,Ord007799,2022-08-10,2022-08-15,Delhivery,289.47,In Transit,5,2022-08
Shp007800,Ord007800,2023-07-03,2023-07-18,Indiapost,729.06,In Transit,15,2023-07
Shp007802,Ord007802,2023-06-23,2023-06-25,Indiapost,590.18,Delivered,2,2023-06
Shp007803,Ord007803,2023-01-19,2023-01-23,Indiapost,617.9,Lost,4,2023-01
Shp007804,Ord007804,2023-01-27,2023-01-30,Fedex,723.19,Returned To Origin,3,2023-01
Shp007805,Ord007805,2023-07-24,2023-07-31,Bluedart,605.39,Lost,7,2023-07
Shp007807,Ord007807,2022-06-29,2022-07-03,Delhivery,137.21,In Transit,4,2022-06
Shp007808,Ord007808,2023-03-28,2023-03-31,Dtdc,689.03,Delivered,3,2023-03
Shp007809,Ord007809,2023-12-14,2023-12-22,Xpressbees,550.5,Delivered,8,2023-12
Shp007811,Ord007811,2024-02-04,2024-02-09,Fedex,388.56,In Transit,5,2024-02
Shp007812,Ord007812,2024-12-28,2025-01-01,Delhivery,343.18,In Transit,4,2024-12
Shp007813,Ord007813,2023-06-11,2023-06-12,Indiapost,629.71,Delivered,1,2023-06
Shp007814,Ord007814,2022-07-07,2022-07-13,Bluedart,526.93,In Transit,6,2022-07
Shp007815,Ord007815,2022-03-17,2022-03-20,Fedex,39.37,Delivered,3,2022-03
Shp007816,Ord007816,2023-12-26,2023-12-30,Ekart,308.31,Returned To Origin,4,2023-12
Shp007817,Ord007817,2022-12-04,2022-12-14,Fedex,537.82,In Transit,10,2022-12
Shp007818,Ord007818,2024-04-07,2024-04-09,Bluedart,567.9,In Transit,2,2024-04
Shp007819,Ord007819,2022-05-04,2022-05-06,Fedex,827.88,Lost,2,2022-05
Shp007820,Ord007820,2022-09-24,2022-09-28,Ekart,618.42,Returned To Origin,4,2022-09
Shp007821,Ord007821,2022-08-17,2022-09-01,Delhivery,719.42,In Transit,15,2022-08
Shp007822,Ord007822,2023-09-03,2023-09-18,Xpressbees,514.98,Lost,15,2023-09
Shp007824,Ord007824,2023-04-19,2023-04-29,Indiapost,120.26,Delayed,10,2023-04
Shp007825,Ord007825,2024-06-01,2024-06-08,Xpressbees,730.51,Delivered,7,2024-06
Shp007826,Ord007826,2024-03-14,2024-03-21,Bluedart,190.41,In Transit,7,2024-03
Shp007827,Ord007827,2023-02-18,2023-02-21,Dtdc,610.39,Lost,3,2023-02
Shp007828,Ord007828,2023-05-31,2023-06-05,Bluedart,338.39,Delivered,5,2023-05
Shp007829,Ord007829,2022-04-15,2022-04-30,Indiapost,434.4,Returned To Origin,15,2022-04
Shp007831,Ord007831,2024-08-06,2024-08-21,Indiapost,320.05,In Transit,15,2024-08
Shp007832,Ord007832,2022-10-06,2022-10-11,Xpressbees,365.68,Delayed,5,2022-10
Shp007833,Ord007833,2024-06-14,2024-06-29,Ekart,720.69,Delivered,15,2024-06
Shp007835,Ord007835,2022-03-12,2022-03-22,Indiapost,524.5,Delivered,10,2022-03
Shp007836,Ord007836,2022-10-20,2022-10-27,Fedex,219.48,In Transit,7,2022-10
Shp007837,Ord007837,2022-08-03,2022-08-13,Ekart,653.05,Delayed,10,2022-08
Shp007838,Ord007838,2024-10-31,2024-11-06,Indiapost,396.65,Delivered,6,2024-10
Shp007839,Ord007839,2022-10-28,2022-11-02,Fedex,238.9,Delayed,5,2022-10
Shp007840,Ord007840,2022-04-22,2022-04-26,Ekart,364.25,Lost,4,2022-04
Shp007841,Ord007841,2023-10-25,2023-10-27,Bluedart,816.58,Lost,2,2023-10
Shp007843,Ord007843,2024-01-02,2024-01-09,Xpressbees,223.77,In Transit,7,2024-01
Shp007844,Ord007844,2022-10-04,2022-10-08,Bluedart,404.09,Returned To Origin,4,2022-10
Shp007845,Ord007845,2024-03-19,2024-03-20,Bluedart,795.61,Delivered,1,2024-03
Shp007846,Ord007846,2024-04-11,2024-04-18,Delhivery,,Delivered,7,2024-04
Shp007847,Ord007847,2024-11-24,2024-12-02,Bluedart,407.1,Lost,8,2024-11
Shp007848,Ord007848,2023-01-21,2023-01-22,Fedex,333.52,In Transit,1,2023-01
Shp007849,Ord007849,2022-05-28,2022-06-03,Indiapost,111.28,Lost,6,2022-05
Shp007850,Ord007850,2022-08-31,2022-09-03,Bluedart,37.02,Delivered,3,2022-08
Shp007852,Ord007852,2024-04-18,2024-04-20,Indiapost,171.25,Delayed,2,2024-04
Shp007853,Ord007853,2023-07-29,2023-08-13,Indiapost,126.55,Returned To Origin,15,2023-07
Shp007854,Ord007854,2024-07-10,2024-07-17,Delhivery,58.37,Delivered,7,2024-07
Shp007855,Ord007855,2022-01-04,2022-01-05,Dtdc,557.14,Delivered,1,2022-01
Shp007856,Ord007856,2024-11-22,2024-12-02,Xpressbees,84.96,Returned To Origin,10,2024-11
Shp007857,Ord007857,2023-09-13,2023-09-16,Fedex,716.24,In Transit,3,2023-09
Shp007858,Ord007858,2022-08-24,2022-08-30,Dtdc,290.73,Lost,6,2022-08
Shp007860,Ord007860,2022-08-09,2022-08-17,Fedex,150.49,Lost,8,2022-08
Shp007861,Ord007861,2023-04-12,2023-04-14,Delhivery,478.28,In Transit,2,2023-04
Shp007862,Ord007862,2022-07-22,2022-07-29,Xpressbees,705.45,Returned To Origin,7,2022-07
Shp007863,Ord007863,2024-04-17,2024-04-20,Bluedart,239.26,Returned To Origin,3,2024-04
Shp007864,Ord007864,2024-01-04,2024-01-19,Indiapost,,Delayed,15,2024-01
Shp007865,Ord007865,2022-12-30,2023-01-06,Ekart,634.32,Delayed,7,2022-12
Shp007867,Ord007867,2022-05-25,2022-05-26,Xpressbees,864.1,Lost,1,2022-05
Shp007868,Ord007868,2024-12-09,2024-12-15,Ekart,30.86,Delivered,6,2024-12
Shp007869,Ord007869,2024-04-16,2024-04-22,Bluedart,580.19,Delayed,6,2024-04
Shp007870,Ord007870,2023-02-27,2023-03-03,Dtdc,735.21,Lost,4,2023-02
Shp007871,Ord007871,2023-03-03,2023-03-09,Delhivery,96.27,Lost,6,2023-03
Shp007872,Ord007872,2023-09-09,2023-09-10,Fedex,869.95,In Transit,1,2023-09
Shp007874,Ord007874,2022-02-14,2022-02-17,Xpressbees,163.93,Lost,3,2022-02
Shp007875,Ord007875,2022-08-17,2022-08-25,Dtdc,443.42,In Transit,8,2022-08
Shp007876,Ord007876,2022-12-31,2023-01-04,Indiapost,391.62,Delayed,4,2022-12
Shp007877,Ord007877,2023-07-02,2023-07-06,Indiapost,760.75,Delayed,4,2023-07
Shp007879,Ord007879,2024-10-21,2024-10-28,Delhivery,262.39,Lost,7,2024-10
Shp007880,Ord007880,2024-03-18,2024-04-02,Bluedart,,Returned To Origin,15,2024-03
Shp007881,Ord007881,2023-11-09,2023-11-19,Delhivery,575.88,Delivered,10,2023-11
Shp007882,Ord007882,2022-05-23,2022-05-26,Xpressbees,681.95,In Transit,3,2022-05
Shp007883,Ord007883,2023-09-04,2023-09-09,Ekart,728.86,Lost,5,2023-09
Shp007884,Ord007884,2024-05-17,2024-05-22,Fedex,468.2,Returned To Origin,5,2024-05
Shp007885,Ord007885,2022-04-14,2022-04-18,Dtdc,346.37,Returned To Origin,4,2022-04
Shp007886,Ord007886,2024-03-20,2024-03-27,Xpressbees,441.42,Returned To Origin,7,2024-03
Shp007887,Ord007887,2024-12-14,2024-12-19,Fedex,240.43,In Transit,5,2024-12
Shp007888,Ord007888,2024-12-05,2024-12-08,Bluedart,841.84,In Transit,3,2024-12
Shp007889,Ord007889,2024-03-01,2024-03-04,Delhivery,833.47,Returned To Origin,3,2024-03
Shp007890,Ord007890,2022-09-01,2022-09-08,Fedex,421.39,In Transit,7,2022-09
Shp007891,Ord007891,2023-12-02,2023-12-06,Ekart,554.43,Delivered,4,2023-12
Shp007892,Ord007892,2022-02-05,2022-02-08,Dtdc,37.93,Delivered,3,2022-02
Shp007893,Ord007893,2022-05-09,2022-05-10,Xpressbees,823.57,In Transit,1,2022-05
Shp007894,Ord007894,2024-10-18,2024-10-22,Delhivery,96.86,Delivered,4,2024-10
